timepoint	strain	frequency	weighted_distance_to_present	weighted_distance_to_future	fitness	projected_frequency	y	future_timepoint	model	hemisphere	forecast_year
2013-02-01	A/Alberta/RV2960/2012_EPI_ISL_132701	0.011016	10.867163000000009	11.433716000000002	-0.04401571839312103	0.010619436528017504	10.808018131903893	2013-09-01	ep_x-ne_star	north	2013
2013-02-01	A/Argentina/1033/2012_EPI_ISL_131788	0.002182	9.181779999999995	9.421135999999995	-0.06835878748712818	0.002073792297890059	9.141757642256017	2013-09-01	ep_x-ne_star	north	2013
2013-02-01	A/Argentina/40/2012_EPI_ISL_127845	8.7e-05	7.817538999999996	7.5459740000000055	-0.06835878748712818	8.268557741358164e-05	7.7791882523271685	2013-09-01	ep_x-ne_star	north	2013
2013-02-01	A/Argentina/41/2012_EPI_ISL_128220	8.7e-05	8.817186999999997	8.545955999999997	-0.2908440504505043	7.262157981609227e-05	8.778897766007903	2013-09-01	ep_x-ne_star	north	2013
2013-02-01	A/Argentina/42/2012_EPI_ISL_128963	8.7e-05	9.774424999999999	9.485897	-0.2908440504505043	7.262157981609227e-05	9.735067791566546	2013-09-01	ep_x-ne_star	north	2013
2013-02-01	A/Argentina/48/2012_EPI_ISL_128964	9.2e-05	6.818767999999999	6.5459920000000045	-0.06835878748712818	8.743762209252312e-05	6.780312913535878	2013-09-01	ep_x-ne_star	north	2013
2013-02-01	A/Argentina/631/2012_EPI_ISL_130207	0.000971	9.181779999999995	9.421135999999995	-0.06835878748712818	0.0009228470766504341	9.141757642256017	2013-09-01	ep_x-ne_star	north	2013
2013-02-01	A/Athens.GR/46/2013_EPI_ISL_134267	0.02281	5.886329000000001	4.870345000000005	-0.024743774414738257	0.02223745877125578	5.835457179669559	2013-09-01	ep_x-ne_star	north	2013
2013-02-01	A/Athens_GR/1/2013_EPI_ISL_134394	0.02106	5.115662999999997	3.872840999999999	0.19774148854863788	0.023376651835629834	5.078913736411906	2013-09-01	ep_x-ne_star	north	2013
2013-02-01	A/Ayutthaya/283/2012_EPI_ISL_132102	0.0026920000000000004	8.017489999999997	8.37694800000001	0.188035733394791	0.0029712565793081395	8.002092291791898	2013-09-01	ep_x-ne_star	north	2013
2013-02-01	A/Bangladesh/1007/2012_EPI_ISL_129632	0.000103	9.879386999999998	10.296468000000003	0.6500875245658018	0.00014885307445629617	9.797730110215001	2013-09-01	ep_x-ne_star	north	2013
