timepoint	strain	frequency	weighted_distance_to_present	weighted_distance_to_future	fitness	projected_frequency	y	future_timepoint	model	hemisphere	forecast_year
2013-02-01	A/Alabama/17/2012_EPI397564	0.0014039999999999999	6.605402999999978	22.457735	0.23724760461985767	0.001384564992818074	16.729483694941177	2013-09-01	ep_x	north	2013
2013-02-01	A/Alabama/17/2012_EPI399657	0.0014039999999999999	6.605402999999978	22.457735	0.23724760461985767	0.001384564992818074	16.729483694941177	2013-09-01	ep_x	north	2013
2013-02-01	A/Alaska/22/2012_EPI404924	0.0035549999999999996	14.52050799999998	30.31343499999999	0.3314947347489764	0.003703925695317957	23.29462826234307	2013-09-01	ep_x	north	2013
2013-02-01	A/Arges/126697/2012_EPI416328	0.007885	8.231376999999982	24.027972000000005	0.23724760461985767	0.0077758511170730165	18.369219006449335	2013-09-01	ep_x	north	2013
2013-02-01	A/Arizona/09/2012_EPI404980	0.006591	5.736338999999982	22.748757999999995	-0.14887139006582403	0.005188941372645916	16.162723501942306	2013-09-01	ep_x	north	2013
2013-02-01	A/Attecoube/GR_619/2012_EPI405870	1.4999999999999999e-05	10.600894999999984	27.140078000000013	0.20367025494307844	1.450544525681446e-05	19.87053487138245	2013-09-01	ep_x	north	2013
2013-02-01	A/Attecoube/GR_741/2012_EPI405872	7.8e-05	10.600894999999984	27.140078000000013	0.20367025494307844	7.542831533543521e-05	19.87053487138245	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/1621/2012_EPI406063	0.002916	9.927437999999983	26.971807000000016	-0.09028710777649732	0.0023755086872904725	19.603694268000947	2013-09-01	ep_x	north	2013
2013-02-01	A/Bangladesh/2596/2012_EPI397570	0.00031600000000000004	7.406915999999979	24.154569999999985	-0.11792751940671065	0.00025331085861017636	17.596960620724932	2013-09-01	ep_x	north	2013
2013-02-01	A/Belem/119244/2012_EPI395227	1.4000000000000001e-05	15.526243999999972	32.54885399999999	-0.6701839944746167	8.131805114647549e-06	24.61807705990166	2013-09-01	ep_x	north	2013
2013-02-01	A/Bermuda/1915/2012_EPI394812	2e-05	18.739503999999975	35.20022700000001	-0.6701839944746167	1.16168644494965e-05	27.39965182427492	2013-09-01	ep_x	north	2013
2013-02-01	A/Brazil/8751/2012_EPI387760	1.2e-05	14.526287999999978	31.548953000000008	-0.6701839944746167	6.970118669697899e-06	23.61809332351188	2013-09-01	ep_x	north	2013
2013-02-01	A/Bretagne/1867/2012_EPI416323	0.015609999999999999	12.432123999999991	29.433552999999986	0.054818834993954346	0.013839898998109784	21.918209711126806	2013-09-01	ep_x	north	2013
2013-02-01	A/British_Columbia/RV2820/2012_EPI394796	4.9e-05	7.298225999999979	24.444709999999986	-0.4439793716281471	3.2475910379093715e-05	17.5350024869345	2013-09-01	ep_x	north	2013
2013-02-01	A/Buenos_Aires/1004423/2012_EPI405878	0.000202	6.333528999999976	23.444819000000003	-0.4439793716281471	0.00013388028360361082	16.562922541321438	2013-09-01	ep_x	north	2013
2013-02-01	A/Buenos_Aires/10435982/2012_EPI405880	0.00023500000000000002	7.071121999999981	24.057305999999993	-0.4439793716281471	0.00015575181508340865	17.351843162906736	2013-09-01	ep_x	north	2013
2013-02-01	A/CAMBODIA/10/2012_EPI394253	0.000156	9.586024999999982	26.731889000000006	-0.3595393836675275	0.00010861298463108414	19.216305760169444	2013-09-01	ep_x	north	2013
2013-02-01	A/CAMBODIA/31/2012_EPI394322	4.6e-05	8.58635299999998	25.733607999999975	-0.3595393836675275	3.2026905724550455e-05	18.216522986138717	2013-09-01	ep_x	north	2013
2013-02-01	A/CAMBODIA/5/2012_EPI394250	6.9e-05	8.536268999999983	25.48332499999999	-0.29488133052769727	4.9886910772866315e-05	18.505294462312637	2013-09-01	ep_x	north	2013
2013-02-01	A/CHIBA-C/30/2012_EPI413253	0.014155000000000001	6.473931999999979	23.361244999999986	-0.14887139006582403	0.011143903069307078	16.95164412352762	2013-09-01	ep_x	north	2013
