timepoint	strain	frequency	weighted_distance_to_present	weighted_distance_to_future	fitness	projected_frequency	y	future_timepoint	model	hemisphere	forecast_year
2013-02-01	A/Alabama/17/2012_EPI397564	0.0014039999999999999	6.605402999999978	22.457735	0.028784957935029068	0.0014266282969268647	6.6057755325925385	2013-09-01	oracle_x	north	2013
2013-02-01	A/Alabama/17/2012_EPI399657	0.0014039999999999999	6.605402999999978	22.457735	0.028784957935029068	0.0014266282969268647	6.6057755325925385	2013-09-01	oracle_x	north	2013
2013-02-01	A/Alaska/22/2012_EPI404924	0.0035549999999999996	14.52050799999998	30.31343499999999	-0.05185222685668731	0.0034463139022937973	14.680606599980894	2013-09-01	oracle_x	north	2013
2013-02-01	A/Arges/126697/2012_EPI416328	0.007885	8.231376999999982	24.027972000000005	0.028784957935029068	0.008012082707456075	8.226183781241083	2013-09-01	oracle_x	north	2013
2013-02-01	A/Arizona/09/2012_EPI404980	0.006591	5.736338999999982	22.748757999999995	0.028784957935029068	0.00669722728279556	5.75652686761654	2013-09-01	oracle_x	north	2013
2013-02-01	A/Attecoube/GR_619/2012_EPI405870	1.4999999999999999e-05	10.600894999999984	27.140078000000013	-0.06182756677152848	1.4457038874635492e-05	10.736207579111753	2013-09-01	oracle_x	north	2013
2013-02-01	A/Attecoube/GR_741/2012_EPI405872	7.8e-05	10.600894999999984	27.140078000000013	-0.06182756677152848	7.517660214810457e-05	10.736207579111753	2013-09-01	oracle_x	north	2013
2013-02-01	A/Bangladesh/1621/2012_EPI406063	0.002916	9.927437999999983	26.971807000000016	-0.019637666930836087	0.002880473825209089	10.050132133173395	2013-09-01	oracle_x	north	2013
2013-02-01	A/Bangladesh/2596/2012_EPI397570	0.00031600000000000004	7.406915999999979	24.154569999999985	0.0322348254005906	0.0003217398039303754	7.437004011370471	2013-09-01	oracle_x	north	2013
2013-02-01	A/Belem/119244/2012_EPI395227	1.4000000000000001e-05	15.526243999999972	32.54885399999999	-0.1545861553784079	1.2782529644696393e-05	15.802536169656094	2013-09-01	oracle_x	north	2013
2013-02-01	A/Bermuda/1915/2012_EPI394812	2e-05	18.739503999999975	35.20022700000001	-0.1545861553784079	1.8260756635280564e-05	18.9843187510502	2013-09-01	oracle_x	north	2013
2013-02-01	A/Brazil/8751/2012_EPI387760	1.2e-05	14.526287999999978	31.548953000000008	-0.1545861553784079	1.0956453981168338e-05	14.802561734715383	2013-09-01	oracle_x	north	2013
2013-02-01	A/Bretagne/1867/2012_EPI416323	0.015609999999999999	12.432123999999991	29.433552999999986	-0.05870556715059193	0.01507238279361361	12.577316948017216	2013-09-01	oracle_x	north	2013
2013-02-01	A/British_Columbia/RV2820/2012_EPI394796	4.9e-05	7.298225999999979	24.444709999999986	0.003555670491907882	4.9062339983361483e-05	7.334340686398967	2013-09-01	oracle_x	north	2013
2013-02-01	A/Buenos_Aires/1004423/2012_EPI405878	0.000202	6.333528999999976	23.444819000000003	0.003555670491907882	0.00020225699340079633	6.367364021381666	2013-09-01	oracle_x	north	2013
2013-02-01	A/Buenos_Aires/10435982/2012_EPI405880	0.00023500000000000002	7.071121999999981	24.057305999999993	0.003555670491907882	0.00023529897747122345	7.1017589701518595	2013-09-01	oracle_x	north	2013
2013-02-01	A/CAMBODIA/10/2012_EPI394253	0.000156	9.586024999999982	26.731889000000006	-0.05870556715059193	0.00015062727199255111	9.728788282155119	2013-09-01	oracle_x	north	2013
2013-02-01	A/CAMBODIA/31/2012_EPI394322	4.6e-05	8.58635299999998	25.733607999999975	-0.05870556715059193	4.4415734049085595e-05	8.7290895366991	2013-09-01	oracle_x	north	2013
2013-02-01	A/CAMBODIA/5/2012_EPI394250	6.9e-05	8.536268999999983	25.48332499999999	0.00860252380257881	6.929147884894094e-05	8.599849833504102	2013-09-01	oracle_x	north	2013
2013-02-01	A/CHIBA-C/30/2012_EPI413253	0.014155000000000001	6.473931999999979	23.361244999999986	0.028784957935029068	0.014383136426638014	6.490921816386745	2013-09-01	oracle_x	north	2013
2013-02-01	A/CHIBA/19/2012_EPI413257	0.016334	7.441247999999983	24.36122999999999	0.028784957935029068	0.016597255414532344	7.4577273055576745	2013-09-01	oracle_x	north	2013
2013-02-01	A/CHRISTCHURCH/9/2012_EPI394161	1.8e-05	7.685148999999981	24.701356999999987	0.028784957935029068	1.8290106370857244e-05	7.7065117109479955	2013-09-01	oracle_x	north	2013
2013-02-01	A/Cairo/136/2012_EPI417003	0.02114	11.39513499999998	28.745411999999988	-0.01814760969363313	0.020900606331118385	11.523373553273453	2013-09-01	oracle_x	north	2013
2013-02-01	A/Cairo/140/2012_EPI417005	0.02114	8.71671399999998	26.04982199999998	-0.05870556715059193	0.020411926473862377	8.84732773108133	2013-09-01	oracle_x	north	2013
2013-02-01	A/Cairo/47/2012_EPI417007	0.014883	9.473127999999985	26.502331999999985	-0.02879034472696102	0.014623393618739917	9.57426506103955	2013-09-01	oracle_x	north	2013
2013-02-01	A/Cairo/5/2012_EPI417009	0.012236	8.58132699999998	25.545875999999996	-0.02879034472696102	0.012022565633199062	8.681426175090614	2013-09-01	oracle_x	north	2013
