timepoint	strain	frequency	weighted_distance_to_present	weighted_distance_to_future	fitness	projected_frequency	y	future_timepoint	model	hemisphere	forecast_year
2012-09-01	A/AKITA/14/2012_EPI393439	0.000976	19.521272000000017	8.943057999999985	0.0	0.0009760117121405461	19.521506258075107	2013-02-01	naive	south	2013
2012-09-01	A/Alabama/02/2012_EPI356607	3.4e-05	19.773058000000013	8.824217999999984	0.0	3.4000408004896077e-05	19.773295279543376	2013-02-01	naive	south	2013
2012-09-01	A/Alabama/05/2012_EPI367490	0.000308	18.954602000000005	9.484892999999976	0.0	0.0003080036960443527	18.954829457953505	2013-02-01	naive	south	2013
2012-09-01	A/Almaty/3277/2012_EPI358871	1e-05	20.512200000000007	7.9017539999999835	0.0	1.0000120001440023e-05	20.512446149353813	2013-02-01	naive	south	2013
2012-09-01	A/Arkansas/01/2012_EPI353504	1.8e-05	22.275348999999995	13.834334999999975	0.0	1.800021600259204e-05	22.275616307395715	2013-02-01	naive	south	2013
2012-09-01	A/Astrakhan/06/2012_EPI377492	0.006102000000000001	21.378788999999983	12.030843999999984	0.0	0.006102073224878702	21.379045548546593	2013-02-01	naive	south	2013
2012-09-01	A/Athens_GR/112/2012_EPI358885	6.500000000000001e-05	20.820269999999994	9.936556999999983	0.0	6.500078000936016e-05	20.820519846238167	2013-02-01	naive	south	2013
2012-09-01	A/BRISBANE/1/2012_EPI376859	1.3000000000000001e-05	20.821044999999998	8.140138999999982	0.0	1.3000156001872028e-05	20.821294855538287	2013-02-01	naive	south	2013
2012-09-01	A/BRISBANE/11/2012_EPI376849	0.000127	21.397865999999986	12.021091999999982	0.0	0.00012700152401828827	21.39812277747334	2013-02-01	naive	south	2013
2012-09-01	A/BRISBANE/26/2012_EPI379388	0.00043200000000000004	24.197706999999994	15.815112999999977	0.0	0.000432005184062209	24.1979973759685	2013-02-01	naive	south	2013
2012-09-01	A/BRISBANE/29/2012_EPI379462	0.0012050000000000001	18.97065100000001	6.333528999999976	0.0	0.0012050144601735227	18.970878650543813	2013-02-01	naive	south	2013
2012-09-01	A/BRISBANE/38/2012_EPI379453	0.002434	24.255611999999996	15.833729999999978	0.0	0.0024340292083505012	24.25590307083684	2013-02-01	naive	south	2013
2012-09-01	A/BRISBANE/39/2012_EPI379592	0.003017	24.404553999999997	15.90585899999998	0.0	0.003017036204434455	24.40484685816231	2013-02-01	naive	south	2013
2012-09-01	A/BRISBANE/6/2012_EPI376862	6.9e-05	21.472908999999984	8.966604999999982	0.0	6.900082800993615e-05	21.473166678000144	2013-02-01	naive	south	2013
2012-09-01	A/Bacau/89197/2012_EPI370483	1.1e-05	19.970226999999994	7.333512999999982	0.0	1.1000132001584024e-05	19.970466645599757	2013-02-01	naive	south	2013
2012-09-01	A/Beograd/1549/2012_EPI392209	0.001308	23.072772000000008	14.819379999999974	0.0	0.0013080156961883548	23.073048876586505	2013-02-01	naive	south	2013
