timepoint	strain	frequency	weighted_distance_to_present	weighted_distance_to_future	fitness	projected_frequency	y	future_timepoint	model	hemisphere	forecast_year
2013-02-01	A/Alabama/17/2012_EPI397564	0.0014039999999999999	6.605402999999978	22.457735	1.1737292927446912	0.0026850110332687477	5.592784543962046	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Alabama/17/2012_EPI399657	0.0014039999999999999	6.605402999999978	22.457735	1.3306703241118636	0.0029424241197564304	5.592784543962046	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Alaska/22/2012_EPI404924	0.0035549999999999996	14.52050799999998	30.31343499999999	-0.15690867860174895	0.0031283606443438857	14.54718389885214	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Arges/126697/2012_EPI416328	0.007885	8.231376999999982	24.027972000000005	0.6508929225850326	0.01111542595696199	7.140776104620074	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Arizona/09/2012_EPI404980	0.006591	5.736338999999982	22.748757999999995	0.2216189988967279	0.007233094422843802	5.061996537667848	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Attecoube/GR_619/2012_EPI405870	1.4999999999999999e-05	10.600894999999984	27.140078000000013	-0.889849342334983	8.607686032885016e-06	10.613629445845422	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Attecoube/GR_741/2012_EPI405872	7.8e-05	10.600894999999984	27.140078000000013	-0.7182531718328948	4.947225070632775e-05	10.613629445845422	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Bangladesh/1621/2012_EPI406063	0.002916	9.927437999999983	26.971807000000016	-0.7136933899237926	0.0018544270507505603	9.891981395929639	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Bangladesh/2596/2012_EPI397570	0.00031600000000000004	7.406915999999979	24.154569999999985	0.7747866098543127	0.0004788489389526665	6.809612524882684	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Belem/119244/2012_EPI395227	1.4000000000000001e-05	15.526243999999972	32.54885399999999	-0.41107480307223604	1.0622217575792799e-05	16.05935971145265	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Bermuda/1915/2012_EPI394812	2e-05	18.739503999999975	35.20022700000001	-0.5831185272811896	1.3725616578138874e-05	19.20706425781024	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Brazil/8751/2012_EPI387760	1.2e-05	14.526287999999978	31.548953000000008	-0.4477929141906083	8.911817699160984e-06	15.059380955887788	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Bretagne/1867/2012_EPI416323	0.015609999999999999	12.432123999999991	29.433552999999986	-0.6398080944753058	0.01036437512336793	12.545162426375597	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/British_Columbia/RV2820/2012_EPI394796	4.9e-05	7.298225999999979	24.444709999999986	-0.7972872376446056	2.9678420135818435e-05	6.7287124197205	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Buenos_Aires/1004423/2012_EPI405878	0.000202	6.333528999999976	23.444819000000003	-0.5746009184321329	0.0001393192328537914	5.756172671097148	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/Buenos_Aires/10435982/2012_EPI405880	0.00023500000000000002	7.071121999999981	24.057305999999993	-0.3289583758684344	0.000187050239093568	6.540398577373264	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/CAMBODIA/10/2012_EPI394253	0.000156	9.586024999999982	26.731889000000006	-0.30306124584238064	0.00012605954709611053	9.651398273735992	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/CAMBODIA/31/2012_EPI394322	4.6e-05	8.58635299999998	25.733607999999975	-0.4127679876436071	3.4867117084387545e-05	8.651650392830188	2013-09-01	ne_star-lbi	north	2013
2013-02-01	A/CAMBODIA/5/2012_EPI394250	6.9e-05	8.536268999999983	25.48332499999999	-0.8299374132624626	4.1003624189629e-05	8.144072090869615	2013-09-01	ne_star-lbi	north	2013
